event_id,pair_id,anchor_id,station_id,event_type,season,episode_length,analysis_eligible,cluster_id,cluster_size,station_cluster_id,station_cluster_size,station_event_type_cluster_id,station_event_type_cluster_size,experiment_family
M7BEVENT-20180410-20180410-20180410-BDEDB23AD3E8,M7BPAIR-M7BEVENT201804102018041020180410BDEDB23AD3E8-M7BCONTROL2018041020180409201804098C915D79DCAB-BD6A9FE4D3A1,M7BANCHOR-M7BEVENT201804102018041020180410BDEDB23AD3E8-M7BCONTROL2018041020180409201804098C915D79DCAB-BD6A9FE4D3A1,P3,rapid_warming,MAM,1,True,EC0002,3,STP3-SC0003,1,ETP3rapid_warming-TC0002,1,M7b
M7BEVENT-20200419-20200419-20200419-CA5FEC563C16,M7BPAIR-M7BEVENT202004192020041920200419CA5FEC563C16-M7BCONTROL20200419202004182020041880B728E00F46-66A3D6DEDB46,M7BANCHOR-M7BEVENT202004192020041920200419CA5FEC563C16-M7BCONTROL20200419202004182020041880B728E00F46-66A3D6DEDB46,P3,rapid_warming,MAM,1,True,EC0067,25,STP3-SC0031,2,ETP3rapid_warming-TC0028,1,M7b
M7BEVENT-20200508-20200508-20200508-CC6E7F19940A,M7BPAIR-M7BEVENT202005082020050820200508CC6E7F19940A-M7BCONTROL202005082020050720200507DAC9C000CC2E-3ECCA13DFF6B,M7BANCHOR-M7BEVENT202005082020050820200508CC6E7F19940A-M7BCONTROL202005082020050720200507DAC9C000CC2E-3ECCA13DFF6B,P3,rapid_warming,MAM,1,True,EC0067,25,STP3-SC0032,1,ETP3rapid_warming-TC0029,1,M7b
M7BEVENT-20180908-20180908-20180908-D4618FBCEFCE,M7BPAIR-M7BEVENT201809082018090820180908D4618FBCEFCE-M7BCONTROL20180908201809072018090740E96658056E-8C90FA321A0F,M7BANCHOR-M7BEVENT201809082018090820180908D4618FBCEFCE-M7BCONTROL20180908201809072018090740E96658056E-8C90FA321A0F,P3,rapid_warming,SON,1,True,EC0018,10,STP3-SC0009,4,ETP3rapid_warming-TC0006,1,M7b
M7BEVENT-20180910-20180910-20180910-AC83405A3595,M7BPAIR-M7BEVENT201809102018091020180910AC83405A3595-M7BCONTROL2018091020180909201809097B36E2D4B107-DA3C7160E502,M7BANCHOR-M7BEVENT201809102018091020180910AC83405A3595-M7BCONTROL2018091020180909201809097B36E2D4B107-DA3C7160E502,P3,rapid_warming,SON,1,True,EC0018,10,STP3-SC0009,4,ETP3rapid_warming-TC0007,1,M7b
M7BEVENT-20181011-20181011-20181011-061F87DDE6CB,M7BPAIR-M7BEVENT201810112018101120181011061F87DDE6CB-M7BCONTROL201810112018101020181010741E75CE5344-75E1FFF38B5F,M7BANCHOR-M7BEVENT201810112018101120181011061F87DDE6CB-M7BCONTROL201810112018101020181010741E75CE5344-75E1FFF38B5F,P3,rapid_warming,SON,1,True,EC0019,12,STP3-SC0010,3,ETP3rapid_warming-TC0008,1,M7b
M7BEVENT-20181119-20181119-20181119-CC10A952FC53,M7BPAIR-M7BEVENT201811192018111920181119CC10A952FC53-M7BCONTROL2018111920181118201811180F8D5D3E9808-8CA5303319B5,M7BANCHOR-M7BEVENT201811192018111920181119CC10A952FC53-M7BCONTROL2018111920181118201811180F8D5D3E9808-8CA5303319B5,P3,rapid_warming,SON,1,True,EC0020,9,STP3-SC0011,2,ETP3rapid_warming-TC0009,1,M7b
M7BEVENT-20181125-20181125-20181125-FA83DC7FEA61,M7BPAIR-M7BEVENT201811252018112520181125FA83DC7FEA61-M7BCONTROL201811252018112420181124DA8F8E58E6DF-CC525F8095FB,M7BANCHOR-M7BEVENT201811252018112520181125FA83DC7FEA61-M7BCONTROL201811252018112420181124DA8F8E58E6DF-CC525F8095FB,P3,rapid_warming,SON,1,True,EC0021,9,STP3-SC0012,1,ETP3rapid_warming-TC0010,1,M7b
M7BEVENT-20181127-20181127-20181127-BF46584829B2,M7BPAIR-M7BEVENT201811272018112720181127BF46584829B2-M7BCONTROL20181127201811262018112627A170F25495-1EA4E497D952,M7BANCHOR-M7BEVENT201811272018112720181127BF46584829B2-M7BCONTROL20181127201811262018112627A170F25495-1EA4E497D952,P3,rapid_warming,SON,1,True,EC0021,9,STP3-SC0013,3,ETP3rapid_warming-TC0011,1,M7b
M7BEVENT-20190907-20190906-20190907-74AC8A68E76D,M7BPAIR-M7BEVENT20190907201909062019090774AC8A68E76D-M7BCONTROL2019090720190904201909050385573AD7CD-80D040E7FEBE,M7BANCHOR-M7BEVENT20190907201909062019090774AC8A68E76D-M7BCONTROL2019090720190904201909050385573AD7CD-80D040E7FEBE,P3,rapid_warming,SON,2,True,EC0047,21,STP3-SC0022,7,ETP3rapid_warming-TC0015,1,M7b
M7BEVENT-20190911-20190911-20190911-49CB3BA29F88,M7BPAIR-M7BEVENT20190911201909112019091149CB3BA29F88-M7BCONTROL20190911201909102019091012D914E38634-1ED1F0D02EA9,M7BANCHOR-M7BEVENT20190911201909112019091149CB3BA29F88-M7BCONTROL20190911201909102019091012D914E38634-1ED1F0D02EA9,P3,rapid_warming,SON,1,True,EC0047,21,STP3-SC0022,7,ETP3rapid_warming-TC0016,1,M7b
M7BEVENT-20190914-20190914-20190914-F2A388295D5F,M7BPAIR-M7BEVENT201909142019091420190914F2A388295D5F-M7BCONTROL2019091420190913201909130B261C9043B9-C4CF75F4D39C,M7BANCHOR-M7BEVENT201909142019091420190914F2A388295D5F-M7BCONTROL2019091420190913201909130B261C9043B9-C4CF75F4D39C,P3,rapid_warming,SON,1,True,EC0047,21,STP3-SC0022,7,ETP3rapid_warming-TC0017,1,M7b
M7BEVENT-20190917-20190917-20190917-7CE0265B58A8,M7BPAIR-M7BEVENT2019091720190917201909177CE0265B58A8-M7BCONTROL20190917201909162019091613D5532E9D75-B7A8032C8427,M7BANCHOR-M7BEVENT2019091720190917201909177CE0265B58A8-M7BCONTROL20190917201909162019091613D5532E9D75-B7A8032C8427,P3,rapid_warming,SON,1,True,EC0047,21,STP3-SC0022,7,ETP3rapid_warming-TC0018,1,M7b
M7BEVENT-20191014-20191014-20191014-A07400F52447,M7BPAIR-M7BEVENT201910142019101420191014A07400F52447-M7BCONTROL201910142019101320191013035F02B00B5F-8BC4A1F5AEC2,M7BANCHOR-M7BEVENT201910142019101420191014A07400F52447-M7BCONTROL201910142019101320191013035F02B00B5F-8BC4A1F5AEC2,P3,rapid_warming,SON,1,True,EC0050,1,STP3-SC0023,1,ETP3rapid_warming-TC0019,1,M7b
M7BEVENT-20191028-20191028-20191028-74CDCFCE1D7C,M7BPAIR-M7BEVENT20191028201910282019102874CDCFCE1D7C-M7BCONTROL201910282019102720191027D361222D27EF-8F904E68A7E9,M7BANCHOR-M7BEVENT20191028201910282019102874CDCFCE1D7C-M7BCONTROL201910282019102720191027D361222D27EF-8F904E68A7E9,P3,rapid_warming,SON,1,True,EC0052,1,STP3-SC0024,1,ETP3rapid_warming-TC0020,1,M7b
M7BEVENT-20191108-20191106-20191108-B2E858CFEDF4,M7BPAIR-M7BEVENT201911082019110620191108B2E858CFEDF4-M7BCONTROL2019110820191103201911051E2D36EC45D0-4F66825B9BE6,M7BANCHOR-M7BEVENT201911082019110620191108B2E858CFEDF4-M7BCONTROL2019110820191103201911051E2D36EC45D0-4F66825B9BE6,P3,rapid_warming,SON,3,True,EC0053,1,STP3-SC0025,1,ETP3rapid_warming-TC0021,1,M7b
M7BEVENT-20191115-20191115-20191115-6B07537AB9A0,M7BPAIR-M7BEVENT2019111520191115201911156B07537AB9A0-M7BCONTROL2019111520191114201911140D826D6B66B1-5690022207D5,M7BANCHOR-M7BEVENT2019111520191115201911156B07537AB9A0-M7BCONTROL2019111520191114201911140D826D6B66B1-5690022207D5,P3,rapid_warming,SON,1,True,EC0054,9,STP3-SC0026,1,ETP3rapid_warming-TC0022,1,M7b
M7BEVENT-20200912-20200912-20200912-66CACDB2067B,M7BPAIR-M7BEVENT20200912202009122020091266CACDB2067B-M7BCONTROL202009122020091120200911C55A60577CA7-301AA2992B73,M7BANCHOR-M7BEVENT20200912202009122020091266CACDB2067B-M7BCONTROL202009122020091120200911C55A60577CA7-301AA2992B73,P3,rapid_warming,SON,1,True,EC0080,39,STP3-SC0039,9,ETP3rapid_warming-TC0035,1,M7b
M7BEVENT-20200918-20200918-20200918-CEE5E9141EBF,M7BPAIR-M7BEVENT202009182020091820200918CEE5E9141EBF-M7BCONTROL202009182020091720200917FEED282C79B5-CC20ACDEC675,M7BANCHOR-M7BEVENT202009182020091820200918CEE5E9141EBF-M7BCONTROL202009182020091720200917FEED282C79B5-CC20ACDEC675,P3,rapid_warming,SON,1,True,EC0080,39,STP3-SC0039,9,ETP3rapid_warming-TC0036,1,M7b
M7BEVENT-20200921-20200921-20200921-AEF195F14E65,M7BPAIR-M7BEVENT202009212020092120200921AEF195F14E65-M7BCONTROL202009212020092020200920349AA2418B4B-1033F859FAEC,M7BANCHOR-M7BEVENT202009212020092120200921AEF195F14E65-M7BCONTROL202009212020092020200920349AA2418B4B-1033F859FAEC,P3,rapid_warming,SON,1,True,EC0080,39,STP3-SC0039,9,ETP3rapid_warming-TC0037,1,M7b
M7BEVENT-20201018-20201018-20201018-B10E58BA5D81,M7BPAIR-M7BEVENT202010182020101820201018B10E58BA5D81-M7BCONTROL2020101820201017202010174A7CFDC49195-D6EFAFFD7CD6,M7BANCHOR-M7BEVENT202010182020101820201018B10E58BA5D81-M7BCONTROL2020101820201017202010174A7CFDC49195-D6EFAFFD7CD6,P3,rapid_warming,SON,1,True,EC0080,39,STP3-SC0039,9,ETP3rapid_warming-TC0038,1,M7b
M7BEVENT-20201122-20201122-20201122-D4CBC71277C9,M7BPAIR-M7BEVENT202011222020112220201122D4CBC71277C9-M7BCONTROL2020112220201121202011217FB95BF6CB1E-A2D8CF9A3EC1,M7BANCHOR-M7BEVENT202011222020112220201122D4CBC71277C9-M7BCONTROL2020112220201121202011217FB95BF6CB1E-A2D8CF9A3EC1,P3,rapid_warming,SON,1,True,EC0080,39,STP3-SC0039,9,ETP3rapid_warming-TC0039,1,M7b
M7BEVENT-20190103-20181126-20181210-673E7F469148,M7BPAIR-M7BEVENT201901032018112620181210673E7F469148-M7BCONTROL201812102018010220180116D092EE8EF800-1A7EAB72C887,M7BANCHOR-M7BEVENT201901032018112620181210673E7F469148-M7BCONTROL201812102018010220180116D092EE8EF800-1A7EAB72C887,S2,flood,DJF,15,True,EC0021,9,STS2-SC0041,1,ETS2flood-TC0006,1,M7b
M7BEVENT-20191222-20191124-20191208-AB55F32F9312,M7BPAIR-M7BEVENT201912222019112420191208AB55F32F9312-M7BCONTROL201912082019122320200106266E40B91FB0-1854CC988ED6,M7BANCHOR-M7BEVENT201912222019112420191208AB55F32F9312-M7BCONTROL201912082019122320200106266E40B91FB0-1854CC988ED6,S2,flood,DJF,15,True,EC0054,9,STS2-SC0066,4,ETS2flood-TC0011,1,M7b
M7BEVENT-20201222-20201124-20201208-6FAB4596E7B3,M7BPAIR-M7BEVENT2020122220201124202012086FAB4596E7B3-M7BCONTROL2020120820191225202001084404544D466F-BE9779542BFE,M7BANCHOR-M7BEVENT2020122220201124202012086FAB4596E7B3-M7BCONTROL2020120820191225202001084404544D466F-BE9779542BFE,S2,flood,DJF,15,True,EC0080,39,STS2-SC0106,4,ETS2flood-TC0016,1,M7b
M7BEVENT-20180719-20180707-20180721-A0BD86F4EE11,M7BPAIR-M7BEVENT201807192018070720180721A0BD86F4EE11-M7BCONTROL201807212018062220180706589B308793DF-06585E14143A,M7BANCHOR-M7BEVENT201807192018070720180721A0BD86F4EE11-M7BCONTROL201807212018062220180706589B308793DF-06585E14143A,S2,flood,JJA,15,True,EC0014,7,STS2-SC0028,3,ETS2flood-TC0001,2,M7b
M7BEVENT-20180725-20180718-20180801-5FCF56EA9394,M7BPAIR-M7BEVENT2018072520180718201808015FCF56EA9394-M7BCONTROL201808012018062120180705A6A83E88C7FC-D15C1801BFDB,M7BANCHOR-M7BEVENT2018072520180718201808015FCF56EA9394-M7BCONTROL201808012018062120180705A6A83E88C7FC-D15C1801BFDB,S2,flood,JJA,15,True,EC0014,7,STS2-SC0028,3,ETS2flood-TC0001,2,M7b
M7BEVENT-20180819-20180809-20180823-8D1BC0A053F4,M7BPAIR-M7BEVENT2018081920180809201808238D1BC0A053F4-M7BCONTROL201808232018062020180704EF56659EB9EC-A8EECFE89B35,M7BANCHOR-M7BEVENT2018081920180809201808238D1BC0A053F4-M7BCONTROL201808232018062020180704EF56659EB9EC-A8EECFE89B35,S2,flood,JJA,15,True,EC0017,8,STS2-SC0030,4,ETS2flood-TC0002,1,M7b
M7BEVENT-20200821-20200717-20200731-7DA9B5D69133,M7BPAIR-M7BEVENT2020082120200717202007317DA9B5D69133-M7BCONTROL202007312020062820200712F2AD5D841100-EF399BA10017,M7BANCHOR-M7BEVENT2020082120200717202007317DA9B5D69133-M7BCONTROL202007312020062820200712F2AD5D841100-EF399BA10017,S2,flood,JJA,15,True,EC0075,5,STS2-SC0095,2,ETS2flood-TC0014,1,M7b
M7BEVENT-20190513-20190423-20190507-B2B757B3A2AB,M7BPAIR-M7BEVENT201905132019042320190507B2B757B3A2AB-M7BCONTROL201905072019040720190421554CDF760891-F9B0FAF9B42C,M7BANCHOR-M7BEVENT201905132019042320190507B2B757B3A2AB-M7BCONTROL201905072019040720190421554CDF760891-F9B0FAF9B42C,S2,flood,MAM,15,True,EC0036,23,STS2-SC0057,1,ETS2flood-TC0007,1,M7b
M7BEVENT-20190531-20190523-20190606-B9DBF5B51BEA,M7BPAIR-M7BEVENT201905312019052320190606B9DBF5B51BEA-M7BCONTROL20190606201904062019042057223AAE75DA-87B9BB866F4D,M7BANCHOR-M7BEVENT201905312019052320190606B9DBF5B51BEA-M7BCONTROL20190606201904062019042057223AAE75DA-87B9BB866F4D,S2,flood,MAM,15,True,EC0036,23,STS2-SC0058,3,ETS2flood-TC0008,1,M7b
M7BEVENT-20200512-20200503-20200517-D3348B6B57A2,M7BPAIR-M7BEVENT202005122020050320200517D3348B6B57A2-M7BCONTROL2020051720200418202005027AB53B19F17E-3524590582D4,M7BANCHOR-M7BEVENT202005122020050320200517D3348B6B57A2-M7BCONTROL2020051720200418202005027AB53B19F17E-3524590582D4,S2,flood,MAM,15,True,EC0067,25,STS2-SC0090,3,ETS2flood-TC0012,1,M7b
M7BEVENT-20200531-20200521-20200604-A43FB3884D07,M7BPAIR-M7BEVENT202005312020052120200604A43FB3884D07-M7BCONTROL20200604202004172020050154F86F56C50B-0E7FCC57104C,M7BANCHOR-M7BEVENT202005312020052120200604A43FB3884D07-M7BCONTROL20200604202004172020050154F86F56C50B-0E7FCC57104C,S2,flood,MAM,15,True,EC0067,25,STS2-SC0091,3,ETS2flood-TC0013,1,M7b
M7BEVENT-20181006-20180907-20180921-0451C6D0914E,M7BPAIR-M7BEVENT2018100620180907201809210451C6D0914E-M7BCONTROL2018092120181023201811064E2E8DE33C32-7E6FB76F748E,M7BANCHOR-M7BEVENT2018100620180907201809210451C6D0914E-M7BCONTROL2018092120181023201811064E2E8DE33C32-7E6FB76F748E,S2,flood,SON,15,True,EC0018,10,STS2-SC0034,2,ETS2flood-TC0003,1,M7b
M7BEVENT-20181015-20181008-20181022-1F13A14421DD,M7BPAIR-M7BEVENT2018101520181008201810221F13A14421DD-M7BCONTROL2018102220181024201811079FF15AB45B0B-AEDD39411ADA,M7BANCHOR-M7BEVENT2018101520181008201810221F13A14421DD-M7BCONTROL2018102220181024201811079FF15AB45B0B-AEDD39411ADA,S2,flood,SON,15,True,EC0019,12,STS2-SC0037,2,ETS2flood-TC0004,1,M7b
M7BEVENT-20181115-20181108-20181122-A7BD18BC7A84,M7BPAIR-M7BEVENT201811152018110820181122A7BD18BC7A84-M7BCONTROL201811222019110820191122884B52F612B4-E2A0252A11AD,M7BANCHOR-M7BEVENT201811152018110820181122A7BD18BC7A84-M7BCONTROL201811222019110820191122884B52F612B4-E2A0252A11AD,S2,flood,SON,15,True,EC0020,9,STS2-SC0038,2,ETS2flood-TC0005,1,M7b
M7BEVENT-20190906-20190830-20190913-4B02540832D4,M7BPAIR-M7BEVENT2019090620190830201909134B02540832D4-M7BCONTROL201909132019100420191018871C0D4367A5-5A3A4947559C,M7BANCHOR-M7BEVENT2019090620190830201909134B02540832D4-M7BCONTROL201909132019100420191018871C0D4367A5-5A3A4947559C,S2,flood,SON,15,True,EC0047,21,STS2-SC0063,4,ETS2flood-TC0009,1,M7b
M7BEVENT-20190927-20190919-20191003-F07898434D13,M7BPAIR-M7BEVENT201909272019091920191003F07898434D13-M7BCONTROL201910032019100520191019632705CA41BC-151FCF8DF4AB,M7BANCHOR-M7BEVENT201909272019091920191003F07898434D13-M7BCONTROL201910032019100520191019632705CA41BC-151FCF8DF4AB,S2,flood,SON,15,True,EC0047,21,STS2-SC0064,2,ETS2flood-TC0010,1,M7b
M7BEVENT-20200920-20200912-20200926-1AA924D66748,M7BPAIR-M7BEVENT2020092020200912202009261AA924D66748-M7BCONTROL2020092620200828202009117CE11D58D3C5-A21CBD91F30F,M7BANCHOR-M7BEVENT2020092020200912202009261AA924D66748-M7BCONTROL2020092620200828202009117CE11D58D3C5-A21CBD91F30F,S2,flood,SON,15,True,EC0080,39,STS2-SC0100,1,ETS2flood-TC0015,1,M7b
M7BEVENT-20180105-20180101-20180105-2F85BFDB0D7F,M7BPAIR-M7BEVENT2018010520180101201801052F85BFDB0D7F-M7BCONTROL20180105201812292019010204C082D507C5-CFBAD3C082CA,M7BANCHOR-M7BEVENT2018010520180101201801052F85BFDB0D7F-M7BCONTROL20180105201812292019010204C082D507C5-CFBAD3C082CA,S2,high_temperature,DJF,5,False,EC0001,33,STS2-SC0001,3,ETS2high_temperature-TC0001,1,M7b
M7BEVENT-20180121-20180119-20180121-51224F5B8C39,M7BPAIR-M7BEVENT20180121201801192018012151224F5B8C39-M7BCONTROL20180121201801162018011816248EB82E49-D122490C0AA4,M7BANCHOR-M7BEVENT20180121201801192018012151224F5B8C39-M7BCONTROL20180121201801162018011816248EB82E49-D122490C0AA4,S2,high_temperature,DJF,3,True,EC0001,33,STS2-SC0004,2,ETS2high_temperature-TC0002,1,M7b
M7BEVENT-20180210-20180207-20180210-0C550D9E993F,M7BPAIR-M7BEVENT2018021020180207201802100C550D9E993F-M7BCONTROL201802102018020320180206B719D198A70C-97634BDD93A0,M7BANCHOR-M7BEVENT2018021020180207201802100C550D9E993F-M7BCONTROL201802102018020320180206B719D198A70C-97634BDD93A0,S2,high_temperature,DJF,4,True,EC0001,33,STS2-SC0009,2,ETS2high_temperature-TC0003,1,M7b
M7BEVENT-20200110-20200104-20200110-CFC0D0935E0F,M7BPAIR-M7BEVENT202001102020010420200110CFC0D0935E0F-M7BCONTROL202001102020011120200117EFB16F80D4AE-1CF478FD8242,M7BANCHOR-M7BEVENT202001102020010420200110CFC0D0935E0F-M7BCONTROL202001102020011120200117EFB16F80D4AE-1CF478FD8242,S2,high_temperature,DJF,7,True,EC0056,25,STS2-SC0070,4,ETS2high_temperature-TC0010,1,M7b
M7BEVENT-20190830-20190827-20190830-7D46CAED510C,M7BPAIR-M7BEVENT2019083020190827201908307D46CAED510C-M7BCONTROL2019083020190823201908269A97B3A3BC7A-08093D02C328,M7BANCHOR-M7BEVENT2019083020190827201908307D46CAED510C-M7BCONTROL2019083020190823201908269A97B3A3BC7A-08093D02C328,S2,high_temperature,JJA,4,True,EC0047,21,STS2-SC0063,4,ETS2high_temperature-TC0008,1,M7b
M7BEVENT-20180415-20180410-20180415-23C06B1E3694,M7BPAIR-M7BEVENT20180415201804102018041523C06B1E3694-M7BCONTROL2018041520180404201804092EF8231993A0-E2EB02359427,M7BANCHOR-M7BEVENT20180415201804102018041523C06B1E3694-M7BCONTROL2018041520180404201804092EF8231993A0-E2EB02359427,S2,high_temperature,MAM,6,True,EC0002,3,STS2-SC0015,2,ETS2high_temperature-TC0004,1,M7b
M7BEVENT-20180427-20180420-20180427-5CFA897837D5,M7BPAIR-M7BEVENT2018042720180420201804275CFA897837D5-M7BCONTROL2018042720180428201805055698A157B7CE-60A682E95370,M7BANCHOR-M7BEVENT2018042720180420201804275CFA897837D5-M7BCONTROL2018042720180428201805055698A157B7CE-60A682E95370,S2,high_temperature,MAM,8,True,EC0005,8,STS2-SC0017,1,ETS2high_temperature-TC0005,1,M7b
M7BEVENT-20180530-20180522-20180530-4685E84AD122,M7BPAIR-M7BEVENT2018053020180522201805304685E84AD122-M7BCONTROL20180530201805132018052116835779DA65-E1BE359088DD,M7BANCHOR-M7BEVENT2018053020180522201805304685E84AD122-M7BCONTROL20180530201805132018052116835779DA65-E1BE359088DD,S2,high_temperature,MAM,9,True,EC0008,15,STS2-SC0023,2,ETS2high_temperature-TC0006,1,M7b
M7BEVENT-20190422-20190417-20190422-A53C89474626,M7BPAIR-M7BEVENT201904222019041720190422A53C89474626-M7BCONTROL20190422201904112019041674CD8118224A-1B2B50A1A76E,M7BANCHOR-M7BEVENT201904222019041720190422A53C89474626-M7BCONTROL20190422201904112019041674CD8118224A-1B2B50A1A76E,S2,high_temperature,MAM,6,True,EC0036,23,STS2-SC0056,1,ETS2high_temperature-TC0007,1,M7b
M7BEVENT-20200402-20200328-20200402-1D4268D499E0,M7BPAIR-M7BEVENT2020040220200328202004021D4268D499E0-M7BCONTROL202004022020032220200327D11091456723-16643D005E35,M7BANCHOR-M7BEVENT2020040220200328202004021D4268D499E0-M7BCONTROL202004022020032220200327D11091456723-16643D005E35,S2,high_temperature,MAM,6,True,EC0065,5,STS2-SC0084,3,ETS2high_temperature-TC0011,1,M7b
M7BEVENT-20191128-20191111-20191128-EE64318DFE69,M7BPAIR-M7BEVENT201911282019111120191128EE64318DFE69-M7BCONTROL201911282019102420191110DFE8C1F64FA6-D749034B58DD,M7BANCHOR-M7BEVENT201911282019111120191128EE64318DFE69-M7BCONTROL201911282019102420191110DFE8C1F64FA6-D749034B58DD,S2,high_temperature,SON,18,True,EC0054,9,STS2-SC0066,4,ETS2high_temperature-TC0009,1,M7b
M7BEVENT-20201106-20201010-20201106-68B8373A154A,M7BPAIR-M7BEVENT20201106202010102020110668B8373A154A-M7BCONTROL2020110620200912202010097235B37DBEF6-9568AD88CD6D,M7BANCHOR-M7BEVENT20201106202010102020110668B8373A154A-M7BCONTROL2020110620200912202010097235B37DBEF6-9568AD88CD6D,S2,high_temperature,SON,28,True,EC0080,39,STS2-SC0102,3,ETS2high_temperature-TC0012,1,M7b
M7BEVENT-20201112-20201110-20201112-10A96B92B1B3,M7BPAIR-M7BEVENT20201112202011102020111210A96B92B1B3-M7BCONTROL202011122020110720201109FEF36628CA25-A885EE7573F9,M7BANCHOR-M7BEVENT20201112202011102020111210A96B92B1B3-M7BCONTROL202011122020110720201109FEF36628CA25-A885EE7573F9,S2,high_temperature,SON,3,True,EC0080,39,STS2-SC0104,1,ETS2high_temperature-TC0013,1,M7b
M7BEVENT-20180615-20180601-20180615-D178C7B02F85,M7BPAIR-M7BEVENT201806152018060120180615D178C7B02F85-M7BCONTROL2018061520180616201806309368741E5AE3-F432C4338876,M7BANCHOR-M7BEVENT201806152018060120180615D178C7B02F85-M7BCONTROL2018061520180616201806309368741E5AE3-F432C4338876,S2,low_flow,JJA,15,True,EC0008,15,STS2-SC0024,3,ETS2low_flow-TC0001,1,M7b
M7BEVENT-20190611-20190605-20190611-1458080E48E9,M7BPAIR-M7BEVENT2019061120190605201906111458080E48E9-M7BCONTROL201906112019052920190604A1802F9D491E-10E6437E799B,M7BANCHOR-M7BEVENT2019061120190605201906111458080E48E9-M7BCONTROL201906112019052920190604A1802F9D491E-10E6437E799B,S2,low_flow,JJA,7,True,EC0036,23,STS2-SC0058,3,ETS2low_flow-TC0003,1,M7b
M7BEVENT-20181113-20181106-20181113-24D50FEDE8A4,M7BPAIR-M7BEVENT20181113201811062018111324D50FEDE8A4-M7BCONTROL2018111320181029201811053C4CA9EFB8EC-2FC8087BA400,M7BANCHOR-M7BEVENT20181113201811062018111324D50FEDE8A4-M7BCONTROL2018111320181029201811053C4CA9EFB8EC-2FC8087BA400,S2,low_flow,SON,8,True,EC0020,9,STS2-SC0038,2,ETS2low_flow-TC0002,1,M7b
M7BEVENT-20180102-20180102-20180102-E9968CB3D3C6,M7BPAIR-M7BEVENT201801022018010220180102E9968CB3D3C6-M7BCONTROL201801022018010320180103F9452466BAD4-1C87093A0E50,M7BANCHOR-M7BEVENT201801022018010220180102E9968CB3D3C6-M7BCONTROL201801022018010320180103F9452466BAD4-1C87093A0E50,S2,rapid_warming,DJF,1,True,EC0001,33,STS2-SC0001,3,ETS2rapid_warming-TC0001,1,M7b
M7BEVENT-20180104-20180104-20180104-CCA78206E95F,M7BPAIR-M7BEVENT201801042018010420180104CCA78206E95F-M7BCONTROL2018010420180105201801053DC385C7ADE2-6578338FBBB3,M7BANCHOR-M7BEVENT201801042018010420180104CCA78206E95F-M7BCONTROL2018010420180105201801053DC385C7ADE2-6578338FBBB3,S2,rapid_warming,DJF,1,True,EC0001,33,STS2-SC0001,3,ETS2rapid_warming-TC0002,1,M7b
M7BEVENT-20180113-20180113-20180113-1FFAE36D2E52,M7BPAIR-M7BEVENT2018011320180113201801131FFAE36D2E52-M7BCONTROL201801132018011220180112BCA637D0C487-33E751F508DC,M7BANCHOR-M7BEVENT2018011320180113201801131FFAE36D2E52-M7BCONTROL201801132018011220180112BCA637D0C487-33E751F508DC,S2,rapid_warming,DJF,1,True,EC0001,33,STS2-SC0002,1,ETS2rapid_warming-TC0003,1,M7b
M7BEVENT-20180115-20180115-20180115-55714AE879C6,M7BPAIR-M7BEVENT20180115201801152018011555714AE879C6-M7BCONTROL201801152018011420180114F076F56EFB38-B68727595F9B,M7BANCHOR-M7BEVENT20180115201801152018011555714AE879C6-M7BCONTROL201801152018011420180114F076F56EFB38-B68727595F9B,S2,rapid_warming,DJF,1,True,EC0001,33,STS2-SC0003,1,ETS2rapid_warming-TC0004,1,M7b
M7BEVENT-20180119-20180119-20180119-C52925922475,M7BPAIR-M7BEVENT201801192018011920180119C52925922475-M7BCONTROL2018011920180118201801181B962D094F16-DC1DE80D4CEF,M7BANCHOR-M7BEVENT201801192018011920180119C52925922475-M7BCONTROL2018011920180118201801181B962D094F16-DC1DE80D4CEF,S2,rapid_warming,DJF,1,True,EC0001,33,STS2-SC0004,2,ETS2rapid_warming-TC0005,1,M7b
M7BEVENT-20180129-20180129-20180129-4B7927492F7A,M7BPAIR-M7BEVENT2018012920180129201801294B7927492F7A-M7BCONTROL2018012920180128201801288415607D653C-55C1262D6B60,M7BANCHOR-M7BEVENT2018012920180129201801294B7927492F7A-M7BCONTROL2018012920180128201801288415607D653C-55C1262D6B60,S2,rapid_warming,DJF,1,True,EC0001,33,STS2-SC0005,1,ETS2rapid_warming-TC0006,1,M7b
M7BEVENT-20180131-20180131-20180131-88E4057E029C,M7BPAIR-M7BEVENT20180131201801312018013188E4057E029C-M7BCONTROL201801312018013020180130E7186CCAD243-6D27D3360A9F,M7BANCHOR-M7BEVENT20180131201801312018013188E4057E029C-M7BCONTROL201801312018013020180130E7186CCAD243-6D27D3360A9F,S2,rapid_warming,DJF,1,True,EC0001,33,STS2-SC0006,1,ETS2rapid_warming-TC0007,1,M7b
M7BEVENT-20180203-20180202-20180203-148ED4E87F32,M7BPAIR-M7BEVENT201802032018020220180203148ED4E87F32-M7BCONTROL201802032018020420180205F8A378DE9B5A-6922510A177B,M7BANCHOR-M7BEVENT201802032018020220180203148ED4E87F32-M7BCONTROL201802032018020420180205F8A378DE9B5A-6922510A177B,S2,rapid_warming,DJF,2,True,EC0001,33,STS2-SC0007,1,ETS2rapid_warming-TC0008,1,M7b
