criterion,c,method,released_units,released_networks,unit_coverage,network_coverage,network_balanced_regret,pooled_regret,selection_accuracy,top2_hit,top2_hit_pen_t09,abstention_cost_units,abstention_cost_networks,note
c_support_completeness,0.2,best_fixed,288,32,0.2,0.7619047619047619,0.10499677496934394,0.14366758467731536,0.4895833333333333,0.9861111111111112,,0.8,0.23809523809523814,
c_support_completeness,0.2,global_cv,288,32,0.2,0.7619047619047619,0.10499677496934394,0.14366758467731536,0.4895833333333333,0.9861111111111112,,0.8,0.23809523809523814,
c_support_completeness,0.2,per_net_cv,288,32,0.2,0.7619047619047619,0.07664869703192684,0.05185398450856346,0.7118055555555556,0.9965277777777778,,0.8,0.23809523809523814,
c_support_completeness,0.2,gap_rule,288,32,0.2,0.7619047619047619,0.10253301776565979,0.10976253016210856,0.5902777777777778,0.9861111111111112,,0.8,0.23809523809523814,
c_support_completeness,0.2,random,288,32,0.2,0.7619047619047619,0.5966573879560837,0.40306308574820643,0.3310763888888889,0.6552083333333333,,0.8,0.23809523809523814,
c_support_completeness,0.2,oracle,288,32,0.2,0.7619047619047619,0.0,0.0,1.0,1.0,,0.8,0.23809523809523814,
c_support_completeness,0.3,proposed,432,39,0.3,0.9285714285714286,0.18775887072635522,0.0958981084727242,0.6412037037037037,0.9884259259259259,0.9189814814814815,0.7,0.0714285714285714,
c_support_completeness,0.3,best_fixed,432,39,0.3,0.9285714285714286,0.10136334253834055,0.13642958300959782,0.5439814814814815,0.9837962962962963,,0.7,0.0714285714285714,
c_support_completeness,0.3,global_cv,432,39,0.3,0.9285714285714286,0.10136334253834055,0.13642958300959782,0.5439814814814815,0.9837962962962963,,0.7,0.0714285714285714,
c_support_completeness,0.3,per_net_cv,432,39,0.3,0.9285714285714286,0.06548951882450836,0.054184805779086104,0.7222222222222222,0.9953703703703703,,0.7,0.0714285714285714,
c_support_completeness,0.3,gap_rule,432,39,0.3,0.9285714285714286,0.10230540111316865,0.11619421830565176,0.5902777777777778,0.9837962962962963,,0.7,0.0714285714285714,
